title,skin_type1,skin_type2,skin_type3,skin_trouble1,skin_trouble2,skin_trouble3,skin_stim1,skin_stim2,skin_stim3,components,skin_type_result,skin_trouble_result
[판매량 1억개 돌파/대용량] AHC 텐 레볼루션 리얼 아이크림 포 페이스 더블 기획,39.0,58.0,3.0,40.0,22.0,38.0,62.0,36.0,2.0,"하이드롤라이즈드콜라겐추출물,글리세린,다이프로필렌글라이콜,비피다발효용해물,하이드로제네이티드폴리데센,사이클로헥사실록세인,카프릴릭/카프릭트라이글리세라이드,다이카프릴릴카보네이트,정제수,나이아신아마이드,카프릴릭/카프릭/석시닉트라이글리세라이드,세테아릴알코올,1,2-헥산다이올,글리세릴스테아레이트에스이,펜타에리스리틸스테아레이트/카프레이트/카프릴레이트/아디페이트,세틸알코올,시어버터,베타인,황벽나무껍질추출물,녹차추출물,구기자나무잎추출물,병풀추출물,무화과추출물,참마뿌리추출물,쌀추출물,알로에베라잎추출물,콜라겐추출물,슈도알테로모나스발효추출물,올레라케아아크멜라추출물,코튼씨추출물,토마토추출물,아보카도열매추출물,마카뿌리추출물,퉁퉁마디추출물,실론시나몬나무껍질추출물,바실러스/폴릭애씨드발효여과추출물,씨대퍼딜추출물,알바수련꽃추출물,밀펩타이드,리마콩씨추출물,하이드로제네이티드레시틴,코코넛야자오일,마카다미아씨오일,소듐하이알루로네이트,수용성콜라겐,녹차수,쌀배아오일,호호바씨오일,폴리글리세릴-10미리스테이트,세테아릴올리베이트,솔비탄올리베이트,메틸프로판다이올,폴리글리세릴-10라우레이트,다이메티콘/비닐다이메티콘크로스폴리머,폴리아크릴레이트-13,소듐스테아로일글루타메이트,베헤닐알코올,폴리글리세릴-10스테아레이트,비닐다이메티콘,부틸렌글라이콜,칸디다봄비콜라/글루코오스/메틸레이프씨데이트발효물,하이드로제네이티드폴리아이소부텐,알란토인,글라이코실트레할로오스,판테놀,하이드로제네이티드스타치하이드롤리세이트,잔탄검,아데노신,라피노오스,콜레스테롤,에틸헥실팔미테이트,다이소듐이디티에이,마이크로코쿠스발효용해물,솔비탄아이소스테아레이트,레시틴,프로판다이올,세라마이드엔피,폴리쿼터늄-51,소듐라우레이트,이눌린라우릴카바메이트,라우릭애씨드,사이아노코발아민,트로메타민,포타슘세틸포스페이트,인체줄기세포배양액(10ppm),하이드롤라이즈드콜라겐,콜라겐수,토코페릴아세테이트,바이오사카라이드검-1,자일리틸글루코사이드,스키조사카로미세스발효여과물,안하이드로자일리톨,자일리톨,코코일하이드롤라이즈드콜라겐,펜타에리스리틸테트라아이소스테아레이트,글라이코리피드,솔비탄라우레이트,글루코오스,소듐팔미토일프롤린,카프릴로일글라이신,포타슘코코일하이드롤라이즈드콜라겐,말토덱스트린,헥실렌글라이콜,스쿠알란,아스코빌프로필하이알루로네이트,하이드록시에틸셀룰로오스,하이드롤라이즈드루핀단백질,콜라겐,에칠아스코빌에텔,록샘파이어캘러스배양여과물,테트라하이드로피페린,아스코빅애씨드폴리펩타이드,콜라겐아미노산,만니톨,락틱애씨드,사코신,아세틸다이펩타이드-1세틸에스터,사카라이드하이드롤리세이트,하이드롤라이즈드식물성단백질,세틸하이드록시에틸셀룰로오스,다이펩타이드다이아미노부티로일벤질아마이드다이아세테이트,루틴,실리카다이메틸실릴레이트,락토바실러스발효물,다이메틸실란올하이알루로네이트,하이드롤라이즈드하이알루로닉애씨드,하이드롤라이즈드소듐하이알루로네이트,아세틸테트라펩타이드-9,알라닌,알지닌,아스파라진,아스파틱애씨드,시트룰린,시스테인,글루타믹애씨드,글루타민,글라이신,히스티딘,아이소류신,류신,라이신,메티오닌,오르니틴,페닐알라닌,프롤린,세린,타우린,트레오닌,트립토판,타이로신,발린,팔미토일트라이펩타이드-5,3-아스코빌카보닐다이펩타이드-17,카프릴로일다이펩타이드-17,아세틸글루타민,헵타소듐헥사카복시메틸다이펩타이드-12,다이포타슘포스페이트,하이알루로닉애씨드,포타슘하이알루로네이트,판토테닉애씨드,소듐하이알루로네이트크로스폴리머,하이드록시프로필트라이모늄하이알루로네이트,아세틸헥사펩타이드-8,글루코노락톤,소듐콘드로이틴설페이트,팔미틱애씨드,돌콩펩타이드,효모폴리펩타이드,소듐하이알루로네이트다이메틸실란올,스테아릭애씨드,소듐아세틸레이티드하이알루로네이트,아텔로콜라겐,팔미토일테트라펩타이드-7,팔미토일트라이펩타이드-1,카프릴로일에스에이치-노나펩타이드-6,알-소폴리펩타이드-1,귀리펩타이드,콩폴리펩타이드,소듐아스코빌포스페이트,마그네슘아스코빌포스페이트,아세틸옥타펩타이드-3,아세틸테트라펩타이드-11,칼슘글루코네이트,다이펩타이드-2,카퍼트라이펩타이드-1,아세틸테트라펩타이드-3,아세틸트라이펩타이드-1,노나펩타이드-1,아세틸테트라펩타이드-2,아세틸테트라펩타이드-5,트라이펩타이드-1,헥사펩타이드-2,헥사펩타이드-9,트라이펩타이드-2,다이펩타이드-1,펜타펩타이드-3,트라이펩타이드-3,알라닌/히스티딘/라이신폴리펩타이드카퍼에이치씨엘,다이펩타이드-4,올리고펩타이드-6,레티닐팔미테이트,바이오틴,아스코빅애씨드,리보플라빈,티아민에이치씨엘,폴릭애씨드,피리독신,메나다이온,미리스틱애씨드,팔미토일펜타펩타이드-4,팔미토일헥사펩타이드-12,팔미토일다이펩타이드-7,에스에이치-올리고펩타이드-1,에스에이치-폴리펩타이드-1,에스에이치-올리고펩타이드-2,에스에이치-폴리펩타이드-3,에스에이치-폴리펩타이드-4,에스에이치-폴리펩타이드-9,에스에이치-폴리펩타이드-11,에스에이치-폴리펩타이드-14,에스에이치-폴리펩타이드-16,에스에이치-폴리펩타이드-22,피토스테릴/베헤닐/옥틸도데실라우로일글루타메이트,폴리솔베이트80,하이드록시아세토페논,에틸헥실글리세린,카프릴릴글라이콜,펜틸렌글라이콜,소듐벤조에이트,향료",skin_type2,skin_trouble1
[7월 올영픽/쿨링진정] 아비브 어성초 카밍 토너 스킨부스터 더블 기획 (200ml+200ml),24.0,61.0,15.0,26.0,74.0,1.0,75.0,25.0,1.0,"정제수,약모밀추출물,글리세린,부틸렌글라이콜,펜틸렌글라이콜,자일리톨,비피다발효용해물,소듐하이알루로네이트,돌콩추출물,병풀추출물,하이드롤라이즈드하이알루로닉애씨드,황금추출물,파스향나무잎추출물,인동덩굴꽃추출물,베타인,1,2-헥산다이올,판테놀,에틸헥실글리세린,옥탄다이올,토코페롤,바이오사카라이드검-4,다이소듐이디티에이,잔탄검",skin_type2,skin_trouble2
에스트라 아토베리어365 하이드로 수딩크림 60ml 기획(+하이드로에센스25ml+선크림10ml),27.0,59.0,14.0,61.0,39.0,0.0,79.0,21.0,0.0,"정제수,프로판다이올,글리세린,페닐트라이메티콘,메틸트라이메티콘,1,2-헥산다이올,트레할로오스,다이카프릴릴카보네이트,암모늄아크릴로일다이메틸타우레이트/브이피코폴리머,하이드로제네이티드레시틴,하이드로제네이티드폴리아이소부텐,하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머,세테아릴알코올,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,글리세릴카프릴레이트,글리세릴스테아레이트,트로메타민,다이소듐이디티에이,에틸헥실글리세린,스테아릭애씨드,팔미틱애씨드,폴리글리세릴-3메틸글루코오스다이스테아레이트,솔비탄아이소스테아레이트,만니톨,알지닌,세린,수크로오스,피씨에이,시트룰린,글라이코젠,히스티딘에이치씨엘,알라닌,토코페롤,하이드록시프로필비스팔미타마이드엠이에이,트레오닌,글루타믹애씨드,미리스틱애씨드,아라키딕애씨드,라이신에이치씨엘,아크릴레이트/암모늄메타크릴레이트코폴리머,콜레스테롤,실리카",skin_type2,skin_trouble1
[단독기획] 토리든 다이브인 저분자 히알루론산 수딩 크림 100ml 기획(+20ml),31.0,50.0,19.0,66.0,34.0,1.0,79.0,21.0,1.0,"정제수,부틸렌글라이콜,글리세린,1,2-헥산다이올,하이드로제네이티드다이데센,알란토인,트레할로오스,버지니아풍년화추출물,판테놀,하이드롤라이즈드하이알루로닉애씨드,소듐하이알루로네이트,소듐하이알루로네이트크로스폴리머,소듐아세틸레이티드하이알루로네이트,하이드롤라이즈드소듐하이알루로네이트,글리세릴아크릴레이트/아크릴릭애씨드코폴리머,피브이엠/엠에이코폴리머,하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머,2,3-부탄다이올,세테아릴알코올,C14-22알코올,C12-20알킬글루코사이드,펜틸렌글라이콜,솔비탄아이소스테아레이트,카프릴릭/카프릭트라이글리세라이드,인도멀구슬나무잎추출물,인도멀구슬나무꽃추출물,아이비고드열매추출물,가지열매추출물,홀리바질잎추출물,울금뿌리추출물,참산호말추출물,클레리추출물,라벤더꽃추출물,히아신스전초추출물,마트리카리아꽃추출물,수레국화꽃추출물,보리지추출물,다이소듐이디티에이,카보머,트로메타민,잔탄검,글루타티온,말라카이트추출물,에틸헥실글리세린",skin_type2,skin_trouble1
[6월 올영픽/아일릿 원희PICK]바이오더마 하이드라비오 에센스로션 200ml 더블 기획,35.0,55.0,10.0,77.0,23.0,2.0,82.0,18.0,0.0,"정제수,메틸프로판다이올,나이아신아마이드,피피지-26-부테스-26,피이지-40하이드로제네이티드캐스터오일,소듐피씨에이,다이소듐이디티에이,살리실릭애씨드,하이드록시에틸셀룰로오스,만니톨,소듐시트레이트,토코페릴아세테이트,자일리톨,헥실데칸올,세트리모늄브로마이드,향료,벤조트라이아졸릴도데실p-크레솔,람노오스,소듐하이드록사이드,사과씨추출물,유채스테롤,토코페롤",skin_type2,skin_trouble1
라운드랩 1025 독도 로션 400ml 대용량,28.0,62.0,11.0,65.0,35.0,1.0,76.0,24.0,1.0,"정제수,글리세린,퀸즈랜드넛오일,1,2-헥산다이올,펜틸렌글라이콜,아이리쉬모스추출물,사탕수수추출물,해수,하이알루로닉애씨드,하이드롤라이즈드하이알루로닉애씨드,소듐하이알루로네이트,판테놀,스쿠알란,부틸렌글라이콜,폴리글리세릴-3메틸글루코오스다이스테아레이트,글리세릴스테아레이트,하이드로제네이티드폴리데센,하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머,호호바에스터,카프릴릴글라이콜,트로메타민,소듐파이테이트,토코페롤,소듐카복시메틸베타-글루칸,에틸헥실글리세린,세테아릴알코올,카보머",skin_type2,skin_trouble1
에스트라 리제덤365 모공탄력 캡슐세럼 30ml+7ml 기획 (+리제덤 크림 10ml)(2405),27.0,63.0,10.0,40.0,27.0,33.0,75.0,25.0,1.0,"정제수,부틸렌글라이콜,나이아신아마이드,글리세린,다이메티콘,1,2-헥산다이올,하이드로제네이티드폴리데센,스테아릭애씨드,하이드록시프로필비스팔미타마이드엠이에이,만니톨,다이메티콘/비닐다이메티콘크로스폴리머,폴리메틸메타크릴레이트,카보머,티몰트라이메톡시신나메이트,소듐하이알루로네이트,잔탄검,글리세릴카프릴레이트,소듐스테아로일글루타메이트,소듐폴리아크릴로일다이메틸타우레이트,아크릴레이트/암모늄메타크릴레이트코폴리머,다이소듐이디티에이,에틸헥실글리세린,아데노신,트로메타민,콜레스테롤,덱스트린,카카오추출물,실리카,올레아놀릭애씨드,3-O-에틸아스코빅애씨드,하이드롤라이즈드익스텐신,호호바씨오일,폴리글리세릴-10라우레이트,토코페롤,하이드로제네이티드레시틴",skin_type2,skin_trouble1
[7일특가/흔적미백] 넘버즈인 5번 글루타치온씨 비타수액 에센셜 토너 200ml,36.0,57.0,7.0,26.0,16.0,58.0,64.0,34.0,2.0,"정제수,다이프로필렌글라이콜,글리세린,나이아신아마이드,1,2-헥산다이올,부틸렌글라이콜,폴리글리세린-3,비타민나무수,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,트로메타민,에리스리톨,펜틸렌글라이콜,3-O-에틸아스코빅애씨드,에틸헥실글리세린,폴리글리세릴-4카프레이트,아데노신,글루타티온,하이드로제네이티드레시틴,다이소듐이디티에이,마데카소사이드,황련뿌리추출물,데실글루코사이드,카프릴릴글라이콜,세라마이드엔피,아스코빅애씨드,비사보롤,판테놀,토코페롤,알부틴,아세틸헥사펩타이드-8,헥사펩타이드-9,노나펩타이드-1,팔미토일펜타펩타이드-4,팔미토일트라이펩타이드-1,팔미토일테트라펩타이드-7",skin_type2,skin_trouble3
[NEW/리뉴얼] 에스트라 아토베리어365 로션 150ml,51.0,45.0,4.0,74.0,26.0,1.0,77.0,23.0,1.0,"정제수,부틸렌글라이콜,글리세린,다이메티콘,스쿠알란,펜타에리스리틸테트라아이소스테아레이트,베타인,폴리글리세릴-3메틸글루코오스다이스테아레이트,부틸렌글라이콜다이카프릴레이트/다이카프레이트,카프릴릭/카프릭트라이글리세라이드,팔미틱애씨드,1,2-헥산다이올,스테아릭애씨드,하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머,글리세릴스테아레이트,하이드록시프로필비스팔미타마이드엠이에이,글리세릴스테아레이트시트레이트,콜레스테롤,나이아신아마이드,다이메티콘올,하이드록시프로필비스라우라마이드엠이에이,베헤닐알코올,글리세릴카프릴레이트,카보머,다이소듐이디티에이,에틸헥실글리세린,트로메타민,솔비탄아이소스테아레이트,피토스핑고신,만니톨,세라마이드엔피,토코페롤,하이드로제네이티드레시틴,아크릴레이트/암모늄메타크릴레이트코폴리머,실리카,스핑고리피드,아라키딕애씨드,올레익애씨드",skin_type1,skin_trouble1
[400만개돌파/1등수분크림] 비욘드 엔젤아쿠아 수분진정크림 더블기획(150mlX2개입)(비건),31.0,54.0,15.0,61.0,39.0,1.0,77.0,23.0,1.0,"정제수,글리세린,부틸렌글라이콜,다이메티콘,사이클로펜타실록세인,1,2-헥산다이올,나일론-12,판테놀,다이메티콘올,소듐폴리아크릴레이트,카보머,트로메타민,트레할로오스,프로판다이올,다이프로필렌글라이콜,락토바실러스/콩발효추출물,트라이소듐이디티에이,말라카이트추출물,효모/감자추출물발효여과물,효모/보리씨발효여과물,가시대나무수액,자작나무수액,하늘타리뿌리추출물,소듐하이알루로네이트,하이드롤라이즈드하이알루로닉애씨드,전호추출물,마데카소사이드,포도덩굴수액,병풀추출물,녹차추출물,호장근뿌리추출물,황금추출물,개똥쑥추출물,님잎추출물,스페인감초뿌리추출물,마트리카리아꽃추출물,로즈마리잎추출물",skin_type2,skin_trouble1
[단독기획] 구달 청귤 비타C 잡티케어 세럼 30ml 기획 (+세럼 10ml +마스크팩 1매 증정),28.0,62.0,10.0,25.0,27.0,48.0,61.0,35.0,4.0,"[세럼]탄제린추출물(70%),부틸렌글라이콜,나이아신아마이드,다이프로필렌글라이콜,메틸글루세스-20,정제수,1,2-헥산다이올,글리세레스-26,알부틴,아이리쉬모스추출물,사탕수수추출물,하이드롤라이즈드호호바에스터,소듐하이알루로네이트,베르가모트오일,인도멀구슬나무꽃추출물,홀리바질잎추출물,인도멀구슬나무잎추출물,울금뿌리추출물,참산호말추출물,라벤더오일,레몬껍질오일,일랑일랑꽃오일,오렌지껍질오일,유칼립투스잎추출물,감초뿌리추출물,캐모마일꽃추출물,녹차추출물,병풀추출물,로즈마리잎추출물,호장근뿌리추출물,병풀잎추출물,암모늄아크릴로일다이메틸타우레이트/브이피코폴리머,판테놀,콜레스-24,트로메타민,에틸헥실글리세린,알란토인,토코페릴아세테이트,아데노신,소듐파이테이트,아스코빌글루코사이드,다이포타슘글리시리제이트,글리세린,마데카소사이드,말토덱스트린,사카라이드하이드롤리세이트,토코페롤,아시아티코사이드,카보머,잔탄검,리모넨,리날룰[마스크팩]정제수,부틸렌글라이콜,나이아신아마이드,메틸프로판다이올,탄제린추출물(10,500ppm),클로렐라불가리스추출물,하이드롤라이즈드호호바에스터,소듐하이알루로네이트,베르가모트오일,백미꽃추출물,아라비아고무나무검,라벤더오일,레몬껍질오일,일랑일랑꽃오일,오렌지껍질오일,유칼립투스잎추출물,접시꽃추출물,다이글리세린,하이드록시아세토페논,글루코오스,1,2-헥산다이올,알란토인,암모늄아크릴로일다이메틸타우레이트/브이피코폴리머,프룩토올리고사카라이드,프룩토오스,트로메타민,폴리글리세릴-10라우레이트,프로판다이올,카프릴릴글라이콜,에틸헥실글리세린,아데노신,알부틴,아스코빌글루코사이드(100ppm),글리세린,카프릴릭/카프릭트라이글리세라이드,말토덱스트린,사카라이드하이드롤리세이트,아스코빅애씨드(4ppm),소듐카보네이트,토코페롤,크산토필,카보머,카페인,잔탄검,다이소듐이디티에이,리모넨,리날룰",skin_type2,skin_trouble3
[1+1더블기획] 파넬 시카마누 92세럼 더블 기획,31.0,59.0,10.0,26.0,74.0,1.0,71.0,29.0,2.0,"정제수,부틸렌글라이콜,글리세린,1,2-헥산다이올,카보머,트로메타민,프로판다이올,폴리글리세릴-10라우레이트,인도멀구슬나무잎추출물,병풀추출물(744ppm),카카오씨추출물,에틸헥실글리세린,불가리스쑥오일,인도멀구슬나무꽃추출물,덱스트린,다이소듐이디티에이,소듐폴리아크릴레이트,펜틸렌글라이콜,황련뿌리추출물,마누카잎추출물(20ppm),락토바실러스발효물,마데카소사이드(20ppm),꿀추출물(900ppb),메도우폼씨오일,카프릴릭/카프릭트라이글리세라이드,올리브오일,하이드로제네이티드레시틴,세라마이드엔피,피토스핑고신,멜라토닌",skin_type2,skin_trouble2
[7/4 하루특가] 피지오겔 포맨 기획 2종 (DMT 플루이드+토너 / 시카 플루이드+토너),0.0,0.0,0.0,0.0,0.0,0.0,,,,"[플루이드]정제수,글리세린,부틸렌글라이콜,카프릴릴메티콘,트레할로오스,1,2-헥산다이올,하이드로제네이티드폴리(C6-14올레핀),다이페닐실록시페닐트라이메티콘,하이드록시에틸우레아,하이드로제네이티드레시틴,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,암모늄아크릴로일다이메틸타우레이트/브이피코폴리머,다이메티콘/페닐비닐다이메티콘크로스폴리머,트로메타민,나이아신아마이드,판테놀,글리세릴아크릴레이트/아크릴릭애씨드코폴리머,트라이소듐이디티에이,베타-글루칸,카프릴릭/카프릭트라이글리세라이드,스쿠알란,병풀추출물,하이드롤라이즈드소듐하이알루로네이트,다이포타슘글리시리제이트,세라마이드엔피,카퍼트라이펩타이드-1[토너]정제수,다이프로필렌글라이콜,글리세린,1,2-헥산다이올,펜타에리스리틸테트라에틸헥사노에이트,헥실데실에틸헥사노에이트,변성알코올,카프릴릭/카프릭트라이글리세라이드,스쿠알란,알지닌,피토스테롤,세린,베타인,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,다이메티콘,사이클로펜타실록세인,소듐하이알루로네이트,소듐피씨에이,하이드록시에틸우레아,트로메타민,트라이소듐이디티에이",skin_type1,skin_trouble1
아벤느 이드랑스 에센스 인 로션 200ml 더블기획,46.0,47.0,7.0,78.0,22.0,1.0,80.0,20.0,1.0,"아쿠아(아벤느온천수),글리세린,펜틸렌글라이콜,1,2-헥산다이올,다이메티콘,하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머,베타인,메틸글루세스-20,아이소세틸스테아로일스테아레이트,트라이에틸헥사노인,하이드로제네이티드폴리아이소부텐,세테아릴올리베이트,소르비탄올리베이트,스쿠알란,트레할로스,향료,정제수,소듐시트레이트,피이지-7트라이메틸올프로판코코넛에터,다이소듐이디티에이,레시틴,피토스테롤,잔탄검,솔비탄아이소스테아레이트,시트릭애씨드,소듐하이알루로네이트",skin_type2,skin_trouble1
[인씨PICK] 에센허브 티트리 100 오일 10ml 기획(+크림10ml+면봉 50P 증정),13.0,56.0,31.0,10.0,88.0,2.0,22.0,49.0,29.0,"티트리잎오일,리모넨,리날룰",skin_type2,skin_trouble2
[단독기획] 아이오페 레티놀 슈퍼 바운스 세럼 30ml 기획(+세럼 10ml+바이오에센스48ml),29.0,61.0,10.0,26.0,18.0,57.0,61.0,36.0,3.0,"정제수,부틸렌글라이콜,스쿠알란,메틸트라이메티콘,글리세린,비스-하이드록시에톡시프로필다이메티콘,1,2-헥산다이올,락토바실러스발효용해물,C14-22알코올,시어버터,팔미틱애씨드,해바라기씨오일,스테아릭애씨드,글리세릴스테아레이트,피이지-100스테아레이트,하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머,다이메틸아이소소바이드,C12-20알킬글루코사이드,돌콩오일,카보머,만니톨,당근추출물,글리세릴카프릴레이트,트로메타민,다이소듐이디티에이,코질메틸렌다이옥시신나메이트,에틸헥실글리세린,펜틸렌글라이콜,잔탄검,마데카소사이드,하이드록시피나콜론레티노에이트,솔비탄아이소스테아레이트,레티놀,트레할로오스,베타-카로틴,토코페롤,비에이치티,아라비아고무나무검,아세틸테트라펩타이드-11,하이드로제네이티드포스파티딜콜린,편백잎추출물,데카펩타이드-4,소듐올리에이트,프로필렌글라이콜알지네이트,벼에스에이치-올리고펩타이드-1*레티놀함량509IU/g",skin_type2,skin_trouble3
[한정기획] 피지오겔 DMT 페이셜 보습크림 150ml + DMT 마스크팩 1매 증정 기획,54.0,44.0,2.0,77.0,23.0,1.0,78.0,22.0,1.0,"정제수,카프릴릭/카프릭트리글리세라이드,글리세린,펜틸렌글라이콜,코코넛오일,하이드로제네이티드레시틴,쉐어버터,하이드록시에칠셀룰로오스,스쿠알란,카보며,잔탄검,소듐카보머,세라마이드엔피",skin_type1,skin_trouble1
에스트라 에이시카365 흔적 진정 세럼 40ml+40ml 리필기획,20.0,67.0,13.0,22.0,75.0,3.0,74.0,26.0,0.0,"정제수,글리세린,부틸렌글라이콜,다이프로필렌글라이콜,베타인,나이아신아마이드,1,2-헥산다이올,변성알코올,스쿠알란,다이에톡시에틸석시네이트,폴리글리세릴-10스테아레이트,수크로오스스테아레이트,글리세릴폴리메타크릴레이트,폴리글리세릴-10라우레이트,피토스테롤,카프릴릴메티콘,카보머,하이드로제네이티드레시틴,하이드로제네이티드포스파티딜콜린,트로메타민,에틸헥실글리세린,잔탄검,프로판다이올,셀룰로오스검,다이소듐이디티에이,마데카소사이드,베타-글루칸,토코페롤",skin_type2,skin_trouble2
[리필기획] 구달 청귤 비타C 잡티케어 크림 리필에디션 기획(75ml+75ml리필),27.0,64.0,9.0,31.0,29.0,40.0,55.0,41.0,4.0,"탄제린추출물(68%),다이프로필렌글라이콜,글리세린,나이아신아마이드,부틸렌글라이콜,1,2-헥산다이올,정제수,메도우폼씨오일,펜틸렌글라이콜,아이리쉬모스추출물,클로렐라불가리스추출물,사탕수수추출물,베르가모트오일,인도멀구슬나무꽃추출물,아라비아고무나무검,홀리바질잎추출물,인도멀구슬나무잎추출물,라벤더오일,울금뿌리추출물,참산호말추출물,레몬껍질오일,일랑일랑꽃오일,오렌지껍질오일,유칼립투스잎추출물,백미꽃추출물,카카오씨추출물,접시꽃추출물,녹차추출물,비닐다이메티콘,암모늄아크릴로일다이메틸타우레이트/브이피코폴리머,판테놀,트레할로오스,카프릴릭/카프릭트라이글리세라이드,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,하이드록시아세토페논,트로메타민,다이아이소스테아릴말레이트,글루코오스,프룩토올리고사카라이드,프룩토오스,다이메티콘/비닐다이메티콘크로스폴리머,토코페릴아세테이트,아데노신,에틸헥실글리세린,소듐파이테이트,아가,실리카,덱스트린,크산토필,소듐아스코빌포스페이트,리모넨,리날룰",skin_type2,skin_trouble3
[7월 올영픽] 빌리프 더 트루 크림 아쿠아 밤 30ml 기획 (+아밤25ml+에센스35ml),11.0,82.0,8.0,55.0,45.0,0.0,61.0,39.0,0.0,"[본품아쿠아밤]정제수,다이프로필렌글라이콜,글리세린,메틸트라이메티콘,변성알코올,다이메티콘,사이클로펜타실록세인,1,2-헥산다이올,카프릴릭/카프릭트라이글리세라이드,피이지/피피지/폴리부틸렌글라이콜-8/5/3글리세린,펜타에리스리틸테트라에틸헥사노에이트,귀리커넬추출물*,포트마리골드꽃추출물*,개박하추출물*,라즈베리잎추출물*,와일드인디고뿌리추출물*,별꽃추출물*+,레이디스맨틀잎추출물+,쇠뜨기잎추출물+,쐐기풀잎추출물+,소듐하이알루로네이트,나이아신아마이드,폴리메틸실세스퀴옥세인,판테놀,피이지-150,펜타에리스리틸테트라아이소스테아레이트,페닐트라이메티콘,하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머,카보머,트로메타민,스쿠알란,피이지-40하이드로제네이티드캐스터오일,다이메티콘올,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,C14-22알코올,폴리솔베이트60,부틸렌글라이콜,마카다미아씨오일,말라카이트추출물,트라이에틸헥사노인,트라이소듐이디티에이,아라키딜글루코사이드,시어버터,하이드로제네이티드레시틴,솔비탄아이소스테아레이트,글리세릴스테아레이트,스테아릭애씨드,세라마이드엔피,콜레스테롤,피이지-100스테아레이트,로즈마리잎오일**,라임전초오일**,센티드제라늄꽃오일**,오렌지껍질오일**,시트랄,시트로넬올,리모넨,제라니올,리날룰[증정뉴메로10에센스]정제수,글리세린,변성알코올,다이프로필렌글라이콜,부틸렌글라이콜,1,2-헥산다이올,트레할로오스,바위손추출물,귀리커넬추출물,포트마리골드꽃추출물,개박하추출물,라즈베리잎추출물,와일드인디고뿌리추출물,별꽃추출물,레이디스맨틀잎추출물,삼색제비꽃추출물,다마스크장미꽃추출물,메도우스위트꽃추출물,마시멜로뿌리추출물,베타인,판테놀,아이리쉬모스추출물,암모늄아크릴로일다이메틸타우레이트/브이피코폴리머,피이지-40하이드로제네이티드캐스터오일,옥틸도데세스-16,카보머,글리세릴아크릴",skin_type2,skin_trouble1
퍼셀 247 초유 포어 디펜스 앰플 55ml,38.0,55.0,7.0,70.0,25.0,5.0,81.0,19.0,0.0,"정제수,프로판다이올,비피다발효용해물(3.6%),락토바실러스발효용해물(3.6%),다이프로필렌글라이콜,펜틸렌글라이콜,부틸렌글라이콜,락토코쿠스발효용해물,피키아발효용해여과물,효모발효용해여과물,1,2-헥산다이올,초유(7,500ppm),클로렐라불가리스추출물,자일리톨,백미꽃추출물,접시꽃추출물,하이알루로닉애씨드,우유지질,베타인,판테놀,글루코오스,글리세린,프룩토올리고사카라이드,프룩토오스,에틸헥실글리세린,다이페닐다이메티콘,아데노신,트라이에틸헥사노인,소듐시트레이트,소듐파이테이트,시트릭애씨드,하이드로제네이티드레시틴,베타-글루칸,토코페롤,마그네슘클로라이드,테트라데실아미노부티로일발릴아미노부티릭우레아트라이플루오로아세테이트",skin_type2,skin_trouble1
닥터디퍼런트 씨이큐 안티옥시던트 세럼 15ml,39.0,56.0,5.0,17.0,18.0,65.0,35.0,50.0,16.0,"정제수,아스코빅애씨드(15%),에톡시다이글라이콜,프로판다이올,부틸렌글라이콜,1,2-헥산다이올,알부틴,다이프로필렌글라이콜,브로콜리추출물,울금뿌리추출물,얼룩파인애플추출물,살비아오일,불가리스쑥오일,소듐하이알루로네이트,바질오일,황기뿌리추출물,콥티스뿌리추출물,황벽나무껍질추출물,황금추출물,트로메타민,콜레스-24,페룰릭애씨드,글리세린,토코페롤(1,000.25ppm),글루코실루틴,판테놀,폴리글리세릴-10올리에이트,셀룰로오스검,하이드로제네이티드레시틴,에틸헥실글리세린,아데노신,소듐파이테이트,피브이피,풀러린,글루코노락톤,유비퀴논(0.1ppm)",skin_type2,skin_trouble3
